carvingLexicalSheetId,rootId,headwordTransliteration,additionalTag,verbalDate,numericalDate,citation,meaning,translatedCitation,signe,language,languageGroup,languageScript,type,originalLocation,currentLocation,source,headword,CreatedDate
547,6,rkbt,اسْم,ق. 4 ق.م. – ق. 2 م؟,-100,"""l-... h-… w-hb rkbt l-bny ḏ ʾl …""",رَكُوبَةٌ؟؛ جَمَلٌ لِلرُّكُوبِ؟,"""لِـ (فلان)، يَا (إله) هَبْ رَكُوبَةً لِبَنِي ذِي آلِ (قوم)""",C 3757,الصَّفَوِيَّةُ,العَرَبِيَّةُ الشَّمَالِيَّةُ العَتِيقَةُ,الصَّفَوِيُّ,تَذْكَارِيّ,بَادِيَةُ بِلَادِ الشَّام,,,,2024-09-10T10:05:56.323+03:00
