ID,rootId,lemmaId,rootValue,lemmaValue,lemmaValueUV,lemmaTagValue,citation,meaning,meaningHead,authorName,source,additionalTag,DateHijri,DateSolar,headCitation,quranicReading,referenceSourceReadingQuran,referenceSourceReadingQuranStr,referenceSourceAyahNbr,referenceSourcePage,referenceSourcePart,referenceSourceHaditNbr,remarks,newFormValue,semanticFieldValue,quranic,ismeaning,issemantic,isnewform,istool,newformtype,MeaningCount,isContainCarving,isContainEtymological,isDeathDate,verbaldate,referencesourcelastseen,CreatedDate,remarksargument
277379,6,57124,ركب,رَكِيب,ركيب,رَكِيب [اسْم],وَيَوْمًا عَلَى أَهْلِ المَوَاشِي، وَتَارَةً***لِأَهْلِ رَكِيبٍ مِنْ ثَمِيلٍ وَسُنْبُلِ,الرَّكِيبُ: المَزْرَعَةُ.,الركيب,تأبَّط شرًّا الفَهْميّ (ثابت بن جابر),ديوان تأبط شرّا: اعتنى به: عبد الرحمن المصطاوي، دار المعرفة، بيروت، ط1، (1424هـ/ 2003م).,اسْم,-95,529,قَالَ يَصِفُ بَعْضَ غَارَاتِهِ عَلَى أَهْلِ المَوَاشِي وَالمَزَارِعِ:,,,,,177,,,"في اللسان (ركب):""وَقَدْ يُقَالُ للقَراحِ الَّذِي يُزْرَعُ فِيهِ: رَكِيبٌ؛ وَمِنْهُ قَوْلُ تأَبَّطَ شَرّا: فيَوْمًا عَلَى أَهْلِ المَواشِي، وَتَارَةً ... لأَهْلِ رَكِيبٍ ذِي ثَمِيلٍ، وسُنْبُلِ"".",,,0,True,False,False,False,0,3,True,True,True,قبل 50ق.هـ=573م,,2024-09-15T10:36:06.793+03:00,التاريخ التقريبي لوفاة المستعمل هو: 95 ق.هـ = 529م
293215,6,57124,ركب,رَكِيب,ركيب,رَكِيب [اسْم],فَدَعْهَا، وَسَلِّ الهَمَّ عَنْكَ بِجَسْرَةٍ***كَهَمِّكَ فِيهَا بِالرِّدَافِ خَبِيبُ وَنَاجِيَةٍ أَفْنَى رَكِيبَ ضُلُوعِهَا***وَحَارِكَهَا تَهَجُّرٌ فَدُؤُوبُ,الرَّكِيبُ: مَارَكِبَ النَّاقَةَ مِنَ الشَّحْمِ وَاللَّحْمِ.,الركيب,علقمة الفَحْل (علقمة بن عَبَدَة التَّميميّ),ديوان علقمة الفحل: شرح: الأعلم الشَّنْتَمَري (ت، 476هـ)، حقّقه: لطفي الصقال، درية الخطيب، راجعه: فخر الدين قباوة، دار الكتاب العربي- مطبعة الأصيل، حلب، ط1، (1389هـ/ 1969م).,اسْم,-55,568,قَالَ يَذْكُرُ تَسَلِّيَهُ عَنْ ذِكْرِ صَاحِبَتِهِ بِالسَّفَرِ عَلَى نَاقَةٍ أَهْزَلَهَا طُولُ السَّفَرِ فِي الحَرِّ:,,,,,37,,,في شرح البيت بالديوان: وركيب ضلوعها: ما ركبها من الشحم واللحم، وهو في معنى راكِب، كما قيل: عالِم وعلِيم.,,,0,True,False,False,False,0,0,True,True,False,قبل 50ق.هـ=573م,,2024-09-15T10:36:09.503+03:00,تاريخ استعمال الشّاهد، مرتبط بـ (وفاة الممدوح: الحارث بن جبَلَة الغسّانيّ).
420115,6,57124,ركب,رَكِيب,ركيب,رَكِيب [اسْم],"""وَالرَّكِيُب: مَا بَيْنَ نَهْرَيِ الكَرْمِ، وَهُوَ الظَّهْرُ الَّذِي بَيْنَ النَّهْرَيْنِ""",الرَّكِيبُ: مَا بَيْنَ نَهْرَيِ الكَرْمِ.,الركيب,الخليل بن أحمد الفراهيديّ,كتاب العين: الخليل بن أحمد الفراهيديّ (ت، 175هـ)، تحقيق: مهدي المخزومي، إبراهيم السامرائي، دار ومكتبة الهلال، القاهرة، د.ت.,اسْم,175,791,,,,,,363,5,,الظاهر أن المعنى في هذه الجذاذة يختلف عما سبق في الجذاذة الأولى، وهو المزرعة.,,,0,True,False,False,False,0,0,True,True,True,ن175هـ=791م,,2024-09-15T10:36:34.153+03:00,
243880,6,138,ركب,رَكْب,ركب,رَكْب [اسْمُ جَمْع],فَإِنْ لَمْ تَكُنْ بِكُمُ مُنَّةٌ***يُبَلِّغُهَا البَلَدَ الأَرْكُبُ فَذِيخُوا عَبِيدًا لِأَرْبَابِكُمْ***فَإِنْ سَاءَكُمْ ذَاكُمُ فَاغْضَبُوا,,,المُسَيَّب بن عَلَس البَكْريّ,شعر المُسَيَّب بن عَلَس: جمعه وحقّقه ودرسه: أنور أبو سُويلم، منشورات جامعة مؤتة، عمان، (1994م).,اسْمُ جَمْع,-48,575,,,,,,93,,,في هامش الشاهد بالديوان: الأَرْكُب: جمع رَكْب، وهم راكبو الإبل خاصة.,أَرْكُب,,0,False,False,True,False,0,0,True,True,True,قبل 13ق.هـ=609م,,2024-09-15T10:35:58.133+03:00,في المصدر: (الأَرْكُبُ): ويُروَى: (الأَرْكَبُ). | التاريخ التقريبي لوفاة المستعمل هو: 48 ق.هـ = 575م
278448,6,138,ركب,رَكْب,ركب,رَكْب [اسْمُ جَمْع],وَلَيْلٍ بَهِيمٍ، كُلَّمَا قُلْتُ: غَوَّرَتْ***كَوَاكِبُهُ عَادَتْ فَمَا تَتَزَيَّلُ بِهَا الرَّكْبُ أَيْمَا يَمَّمَ الرَّكْبُ يَمَّمُوا***وَإِنْ لَمْ تَلُحْ فَالقَوْمُ بِالسَّيْرِ جُهَّلُ,الرَّكْبُ: الجَمَاعَةُ مِنْ رَاكِبِي الإِبِلِ.,الركب,تأبَّط شرًّا الفَهْميّ (ثابت بن جابر),ديوان تأبط شرًّا وأخباره: جمع وتحقيق وشرح: علي ذو الفقار شاكر، دار الغرب الإسلاميّ، بيروت، ط1، (1404هـ/ 1984م).,اسْمُ جَمْع,-95,529,,,,,,160,,,,,,0,True,False,False,False,0,2,True,True,True,قبل 50ق.هـ=573م,,2024-09-15T10:36:06.97+03:00,التاريخ التقريبي لوفاة المستعمل هو: 95 ق.هـ = 529م
243820,6,143,ركب,مَرْكُوب,مركوب,مَرْكُوب [اسْمُ مَفْعُول],أَكُلَّ الدَّهْرِ مَرْكُوبٌ ***مِنَ النَّكْبَاءِ وَالعُزْلِ؟,المَرْكُوبُ مِنَ الدَّوَابِّ وَنَحْوِهَا: الَّذِي يَعْتَلِيهِ الرَّاكِبُ وَيَمْتَطِيهِ.,المركوب من الدواب ونحوها,مهلهل بن ربيعة التَّغْلِبيّ (عديّ بن ربيعة),ديوان المُهَلْهِل: شرح وتحقيق: أنطوان محسن القوَّال، دار الجيل، بيروت، ط1، (1415هـ/ 1995م).,اسْمُ مَفْعُول,-94,530,,,,,,68,,,,,,0,True,False,False,False,0,5,True,True,True,قبل 50ق.هـ=573م,,2024-09-15T10:35:58.133+03:00,التاريخ التقريبي لوفاة المستعمل هو: 94 ق.هـ = 530م
281606,6,143,ركب,مَرْكُوب,مركوب,مَرْكُوب [اسْمُ مَفْعُول],يَبْرِي لَهَا مُسْتَعْمَلٌ لَاحِبٌ*** مُوَطَّأُ المَتْنَيْنِ مَرْكُوبُ,المَرْكُوبُ مِنَ الطُّرُقِ: المُذَلَّلُ بِكَثْرَةِ السَّيْرِ عَلَيْهِ.,المركوب من الطرق,زهير بن مسعود الضَّبّيّ,شعر ضبَّة وأخبارها في الجاهلية والإسلام: صنعة: حسن بن عيسى أبو ياسين، جامعة الملك سعود، الرِّياض، ط1، (1416هـ/ 1995م).,اسْمُ مَفْعُول,-74,550,قَالَ يَصِفُ طَرِيقًا وَاسِعًا مُذَلَّلًا أَسْرَعَتْ فِيهِ نَاقَتُهُ:,,,,,99,,,في هامش البيت بالمصدر: المستعمَل: المطروق. واللاحب: الطريق الممتد.,,,0,True,False,False,False,0,0,True,True,True,قبل 50ق.هـ=573م,,2024-09-15T10:36:07.517+03:00,التاريخ التقريبي لوفاة المستعمل هو: 74 ق.هـ = 550م
281840,6,143,ركب,مَرْكُوب,مركوب,مَرْكُوب [اسْمُ مَفْعُول],يَسْمُو بِهَا وَبِجَيْشٍ كَالدَّبَا أَشِبٍ***بِكُلِّ هَوْلٍ، عَلَى مَا كَانَ، مَرْكُوبِ,المَرْكُوبُ مِنَ الأَهْوَالِ وَنَحْوِهَا: المُقْتَحَمُ.,المركوب من الاهوال ونحوها,النّابغة الشَّيْبانيّ (عبد الله بن المُخارق),ديوان نابغة بني شَيْبان: تحقيق: أحمد نسيم، مطبعة دار الكتب المصرية، القاهرة، ط1، (1351هـ/ 1932م).,اسْمُ مَفْعُول,105,723,قَالَ يَصِفُ خَيْلًا مَعَ جَيْشٍ كَثِيرٍ كَالجَرَادِ يَقْتَحِمُ الأَهْوَالَ بِلَا خَوْفٍ:,,,,,79,,,في اللسان (دبى): الدَّبا: الجراد قبل أن يطير. وقيل: هو نوع يُشْبه الجراد.,,,0,True,False,False,False,0,0,True,True,False,105هـ=723م,,2024-09-15T10:36:07.543+03:00,تاريخ استعمال الشّاهد، مرتبط بـ (وفاة الممدوح بالقصيدة: يزيد بن عبد الملك بن مروان).
339529,6,143,ركب,مَرْكُوب,مركوب,مَرْكُوب [اسْمُ مَفْعُول],"""فَأَمَرَ المَلِكُ بِحَمْلِ الطَّبِيبِ عَلَى مَرْكُوبٍ مِنْ مَرَاكِبِهِ """,,,إسحاق بن عليّ الرّهاويّ,أدب الطّبيب: إسحاق بن عليّ الرّهاويّ (ت، 318هـ)، تحقيق: مريزن سعيد مريزن عسيري، مركز الملك فيصل للبحوث والدراسات الإسلامية، الرياض، ط1، (1412هـ/ 1992م).,اسْمُ مَفْعُول,318,930,,,,,,220,,,,مَرَاكِب,,0,False,False,True,False,0,0,True,True,True,ن318هـ=930م,,2024-09-15T10:36:17.53+03:00,
419990,6,143,ركب,مَرْكُوب,مركوب,مَرْكُوب [اسْمُ مَفْعُول],أَنَا مَنْ لَا يُشَكُّ فِي اليُمْنِ مِنْهُ***أَوْ يَمِينُ ابْنُ فَجْرَةٍ وَيَحُوبُ أَفيُنْسَى مَا صَحَّ لِي وَيُسَوَّى***فِيَّ إِفْكٌ مُلَفَّقٌ مَرْكُوبُ ؟! كَذَبَ الزَّاعِمُونَ أَنِّيَ مَشْؤُو***مٌ، وَمَانُوا، وَالثَّالِبُ المَثْلُوبُ,المَرْكُوبُ مِنَ الكَذِبِ وَنَحْوِهِ: المُتَعَمَّدُ.,المركوب من الكذب ونحوه,ابن الرّوميّ (عليّ بن العبّاس),ديوان ابن الرّوميّ أبي الحسين علي بن العباس بن جريح: تحقيق: حسين نصار، مطبعة دار الكتب والوثائق القومية، القاهرة، ط3، (1424هـ/ 2003م).,اسْمُ مَفْعُول,283,896,قَالَ يَرُدُّ عَلَى مَنِ اتَّهَمُوهُ بِالشُّؤْمِ:,,,,,319,1,,في هامش البيت بديوان ابن الرومي، تح: عمر الطّبّاع: المركوب: المتعمَّد.,,,0,True,False,False,False,0,0,True,True,True,ن283هـ=896م,,2024-09-15T10:36:34.153+03:00,
234601,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],يَغْشَى الجَلَامِيدَ بِأَمْثَالِهَا*** مُرَكَّبَاتٍ فِي وَظِيفٍ نَهِيسْ,المُرَكَّبُ فِي الشَّيْءِ: المُثَبَّتُ فِيهِ.,المركب في الشيء,الأفوه الأوديّ (صَلاءة بن عمرو),شُعراء مَذْحِج أخبارهم وأشعارهم في الجاهلية: صنعة: مُقبل التَّامّ عامر الأحمدي، مَجمَع العربيَّة السَّعيدة، صنعاء، ط2، (1435هـ/ 2014م).,اسْمُ مَفْعُول,-53,570,قَالَ يَصِفُ قُوَّةَ حَوَافِرِ فَرَسِهِ، وَيُشَبِّهُهَا بِالحِجَارَةِ الصُّلْبَةِ:,,,,,392,,,"في هامش البيت بالمصدر: الوظيف: مستدق الذراع والساق من الخيل. والنَّهيس: الفرس قليلة اللحم، خفيفة السير. قال أبو هلال العسكري: أول من شبه الحافر بالحجارة الأفوه في قوله: يرمي الجلاميد بأمثالها. وفي اللسان (ركب): "" المُرَكَّب: ما رُكِّب في شيء آخر"".",,,0,True,False,False,False,0,0,True,True,True,قبل 50ق.هـ=573م,,2024-09-15T10:35:53.993+03:00,التاريخ التقريبي لوفاة المستعمل هو: 53 ق.هـ = 570م
249636,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],فَمَا انْصَرَفَتْ، حَتَّى أَفَاءَتْ رِمَاحُهُم***لِأَعْدَائِهِمْ فِي الحَرْبِ سَمًّا مُقَشَّبَا مَغَاوِيرَ، لَا تَنْمِي طَرِيدَةُ خَيْلِهِمْ***إِذَا أَوْهَلَ الذُّعْرُ الجَبَانَ المُرَكَّبَا,المُرَكَّبُ مِنَ الأَشْخَاصِ: المُعَارُ فَرَسًا يَرْكَبُهَا؛ لِيَغْزُوَ عَلَيْهَا، وَيُعْطِيَ صَاحِبَهَا نِصْفَ الغَنِيمَةِ.,المركب من الاشخاص,ربيعة بن مقروم الضَّبّيّ,شعر ربيعة بن مقروم الضّبّي: جمع وتحقيق: تماضر عبد القادر فيّاض حَرفوش، دار صادر، بيروت، ط1، (1999م).,اسْمُ مَفْعُول,16,637,قَالَ يُخْبِرُ عَنْ نَاقَتِهِ، وَعَنْ شَجَاعَةِ قَوْمِهِ حِينَ يَجْبُنُ غَيْرُهُمْ:,,,,,25,,,"في اللسان (ركب): ""والمركَّب: الذي يستعير فرسا يغزو عليه، فيكون نصف الغنيمة له ونصفها للمعير. وقال ابن الأعرابي: هو الذي يُدفع إليه فرس لبعض ما يُصيب من الغُنْم"".",,,0,True,False,False,False,0,0,True,True,True,ن16هـ=637م,,2024-09-15T10:36:01.853+03:00,
339533,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],"""إِنَّ مِنْ رُؤُوسِ الأَكْوَانِ الخَمْسَةِ المُنْفَعِلَةِ الرُّطُوبَةَ وَاليُبُوسَةَ، وَالأَكْوَانُ مُرَكَّبَةٌ مِنْهَا""",المُرَكَّبُ مِنَ الأَشْيَاءِ: المُكَوَّنُ مِنْ عَنَاصِرَ مُخْتَلِفَةٍ.,المركب من الاشياء,ابن البطريق (يوحنّا بن البطريق),كتاب الآثار العُلويّة: أرسطوطاليس، ترجمة: ابن البطريق (ت، 200هـ)، تحقيق: كازيمير بَترايْتِس، دار المشرق، بيروت، (1967م).,اسْمُ مَفْعُول,200,815,,,,,,105,,,,,,0,True,False,False,False,0,0,True,True,True,ن200هـ=815م,,2024-09-15T10:36:17.53+03:00,
342957,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],خَفَاهُنَّ مِنْ أَنْفَاقِهِنَّ كَأَنَّمَا*** خَفَاهُنَّ وَدْقٌ مِنْ سَحَابٍ مُرَكَّبِ,المُرَكَّبُ مِنَ السَّحَابِ وَنَحْوِهِ: المَرْكُومُ بَعْضُهُ فَوْقَ بَعْضٍ.,المركب من السحاب ونحوه,امرؤ القيس بن حُجْر الكنديّ,باب الأضداد: أبو عُبيد الهَرَويّ (ت، 224هـ)، دراسة وتحقيق: محمّد حسين آل ياسين، مجلة المجمع العلمي العراقي، مج38، ج4، (1408هـ/ 1987م).,اسْمُ مَفْعُول,-80,544,قَالَ يُشَبِّهُ الفَرَسَ المُخْرِجَ الفَأْرَ مِنْ جِحَرَتِهَا بِالسَّيْلِ:,,,,,295,,,- عقب الشاهد في المصدر: وتفسير هذا البيت: الفَرَس أخرج الفأر من جِحَرتها، فكأن سيلا دخل عليها جِحَرتَها. - لم أوثق الشاهد من ديوان امرئ القيس، ص 77؛ لأن لفظ الشاهد لم يرد فيه، وورد بدله (مُجَلَّبِ).,,,0,True,False,False,False,0,9,True,True,True,قبل 50ق.هـ=573م,,2024-09-15T10:36:18.51+03:00,في المصدر: (مُرَكَّبِ): وفي ديوانه: (مُجَلَّبِ). | التاريخ التقريبي لوفاة المستعمل هو: 80 ق.هـ = 544م
343706,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],"""وَأَمَّا الِاسْمُ المُرَكَّبُ؛ فَمِنْ شَأْنِ الجُزْءِ مِنْهُ أُنْ يَدُلَّ عَلَى شَيْءٍ، لَكِنْ لَيْسَ عَلَى الِانْفِرَادِ، مِثْلُ قَوْلِكَ: (فِيلُوسُوفِس) أَيْ: مُؤْثِرُ الحِكْمَةِ""",المُرَكَّبُ مِنَ الأَسْمَاءِ: الَّذِي يَتَأَلَّفُ مِنْ جُزْأَيْنِ، وَيَدُلُّ تَرْكِيبُهُ عَلَى غَيْرِ مَا دَلَّ عَلَيْهِ كُلُّ وَاحِدٍ مِنْهُمَا.,المركب من الاسماء,إسحاق بن حُنين بن إسحاق العِباديّ,منطق أرسطو: حققه وقدم له: عبد الرحمن بدويّ، وكالة المطبوعات، الكويت، دار القلم، بيروت، ط1، (1980م).,اسْمُ مَفْعُول,298,910,,,,,,100,1,,,,المنطق,0,True,True,False,False,0,0,True,True,True,ن298هـ=910م,,2024-09-15T10:36:18.68+03:00,
391378,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],"""ذِكْرُ الأَسْمَاءِ المَبْنِيَّةِ الَّتِي تُضَارِعُ المُعْرَبَ: هَذِهِ الأَسْمَاءُ عَلَى ضَرْبَيْنِ: مُفْرَدٍ، وَمُرَكَّبٍ، فَنَبْدَأُ بِذِكْرِ المُفْرَدِ؛ إِذْ كَانَ هُوَ الأَصْلَ؛ لِأَنَّ التَّرْكِيبَ إِنَّمَا هُوَ ضَمُّ مُفْرَدٍ إِلَى مُفْرَدٍ """,المُرَكَّبُ مِنَ الأَسْمَاءِ: الَّذِي ضُمَّ فِيهِ مُفْرَدٌ إِلَى مُفْرَدٍ فَصَارَا بِمَنْزِلَةِ الِاسْمِ الوَاحِدِ.,المركب من الاسماء,ابن السَّرّاج النَّحْويّ البغداديّ (محمّد بن سهل),الأصول في النّحو: ابن السَّرّاج النَّحْويّ البغداديّ (ت، 316هـ)، تحقيق: عبد الحسين الفتلي، مؤسسة الرسالة، بيروت، ط3، (1417هـ/ 1996م).,اسْمُ مَفْعُول,316,928,,,,,,111,2,,,,النّحو والصّرف,0,True,True,False,False,0,0,True,True,True,ن316هـ=928م,,2024-09-15T10:36:29.13+03:00,
391384,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],"""وَلَكِنْ كُلُّ وَاحِدٍ مِنْ أَعْدَادِ ب ج د إِمَّا أَنْ يَكُونَ عَدَدًا مُرَكَّبًا، وَإِمَّا أَنْ يَكُونَ عَدَدَ الِاثْنَيْنِ، فَعَدَدُ ز إِذًا عَدَدٌ مُرَكَّبٌ، أَوْ هُوَ عَدَدُ الِاثْنَيْنِ""",المُرَكَّبُ مِنَ الأَعْدَادِ: الَّذِي يَكُونُ عَدَدًا غَيْرَ أَوَّلَ، فَرْدًا كَانَ أَوْ زَوْجًا، يَعُدُّهُ عَدَدٌ آخَرُ مِثْلُهُ أَوْ مُخَالِفٌ لَهُ.,المركب من الاعداد,ثابت بن قُرّة الحَرّانيّ,مقالة ألفها أبو الحسن ثابت بن قرة في استخراج الأعداد المتحابّة لسهولة المسلك إلى ذلك: ثابت بن قُرّة الحَرّانيّ (ت، 288هـ)، تحقيق: رشدي راشد، كريستيان هوزيل، دو كرويتر، برلين، (2009م).,اسْمُ مَفْعُول,288,901,,,,,,113,,,,,الرّياضيّات,0,True,True,False,False,0,0,True,True,True,ن288هـ=901م,,2024-09-15T10:36:29.13+03:00,
393033,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],"""فَإِنَّكَ سَتَعْلَمُ أَنَّ القِيَاسَ لَا يَصِحُّ أَنْ يَكُونَ مِنْ حَدٍّ وَاحِدٍ، بَلْ وَلَا مِنْ مُقَدِّمَةٍ وَاحِدَةٍ، بَلْ إٍنَّمَا يَكُونُ مِنْ أَقْوَالٍ أَكْثَرَ مِنْ وَاحِدَةٍ، إِمَّا اثْنَتَانِ إِذَا كَانَ القِيَاسُ بَسِيطًا، أَوْ أَكْثَرَ مِنْ ذَلِكَ إِنْ كَانَ القِيَاسُ مُرَكَّبًا """,المُرَكَّبُ مِنَ الأَقْيِسَةِ: الَّذِي يَتَأَلَّفُ مِنْ أَكْثَرَ مِنْ مُقَدِّمَتَيْنِ؛ لِتَحْصِيلِ مَطْلُوبٍ وَاحِدٍ.,المركب من الاقيسة,ابن سينا (الحسين بن عبد الله),الشّفاء المنطق: ابن سينا (ت، 428هـ)، ج(1- 4)، تحقيق: الأب قنواتي وآخرين، تصدير: طه حسين باشا، مراجعة: إبراهيم مدكور، منشورات مكتبة آية الله العظمى المرعشي النجفي، قم، المطبعة الأميرية، القاهرة، ط2، (1405هـ).,اسْمُ مَفْعُول,418,1027,,,,,,58,2,,,,المنطق,0,True,True,False,False,0,0,True,True,False,418هـ=1027م,,2024-09-15T10:36:29.41+03:00,تاريخ استعمال الشّاهد، مرتبط بـ (تاريخ تأليف الكتاب).
393034,6,136,ركب,مُرَكَّب,مركب,مُرَكَّب [اسْمُ مَفْعُول],"""وَأَحْسِبُ أَنَّهُ نَقَلَهُ مِنْ كِتَابٍ عِنْدَهُ أَنَّهُ صَحِيحٌ، وَكَانَ هَذَا الحَدِيثُ مُرَكَّبًا فِي الكِتَابِ عَلَى أَبِي غَالِبٍ، فَتَوَهَّمَ أَبُو بَكْرٍ أَنَّهُ مِنْ حَدِيثِ أَبِي غَالِبٍ وَاسْتَغْرَبَهُ وَكَتَبَهُ، فَلَمَّا وَقَفْنَاهُ عَلَيْهِ رَجَعَ عَنْهُ""",المُرَكَّبُ مِنَ الأَحَادِيثِ: الَّذِي وُضِعَ إِسْنَادُهُ لِمَتْنِ إِسْنَادٍ آخَرَ، وَمَتْنُهُ لِإِسْنَادِ مَتْنٍ آخَرَ.,المركب من الاحاديث,أبو الحسن الدّارقطنيّ (عليّ بن عمر),الفصل للوصل المدرج في النّقل: الخطيب البغداديّ (ت، 463هـ)، دراسة وتحقيق: محمّد بن مطر الزهراني، دار الهجرة، الرياض، ط1، (1418هـ/ 1997م).,اسْمُ مَفْعُول,385,995,قَالَ يُبَيِّنُ مَا وَقَعَ لِأَبِي بَكْرٍ النَّقَّاشِ مِنَ التَّوَهُمِ فِي رِوَايَةٍ:,,,,,799,2,,,,علوم الحديث,0,True,True,False,False,0,0,True,True,True,ن385هـ=995م,,2024-09-15T10:36:29.41+03:00,التّعريفُ مُقتَبس من: (شرح متن ابن الجزريّ: الهداية في علم الرّواية، للسخاويّ، ص 268).
338950,6,133116,ركب,مُتَرَاكِب,متراكب,مُتَرَاكِب [اسْمُ فَاعِل],عَبَقَ الكَبَاءُ بِهُنَّ كُلَّ عَشِيَّةٍ***وَغَمَرْنَ مَا يَلْبَسْنَ غَيْرَ جَمَادِ كَرِكٌ كَلَوْنِ التِّينِ أَحْوَى يَانِعٌ*** مُتَرَاكِبُ الأَكْمَامِ غَيْرُ صَوَادِي,المُتَرَاكِبُ مِنَ الأَشْيَاءِ: المُتَرَاكِمُ.,المتراكب من الاشياء,أبو دُواد الإياديّ (جارية بن الحجّاج/حنظلة بن الشَّرْقيّ),ديوان أبي دواد الإياديّ: جمعه وحققه: أنوار محمود الصالحي، أحمد هاشم السامرائي، دار العصماء، دمشق، ط1، (1431هـ/ 2010م).,اسْمُ فَاعِل,-79,545,قَالَ يُشَبِّهُ لَوْنَ الثِّيَابِ الأَحْمَرَ بِلَوْنِ التِّينِ النَّاضِجِ الكَثِيرِ ثَمَرُهُ:,,,,,82,,,,,,0,True,False,False,False,0,3,True,True,True,قبل 50ق.هـ=573م,,2024-09-15T10:36:17.45+03:00,في المصدر: (مُتَرَاكِبُ): ويُروَى: (مُتَرَاكِمُ). | التاريخ التقريبي لوفاة المستعمل هو: 79 ق.هـ = 545م
339882,6,133116,ركب,مُتَرَاكِب,متراكب,مُتَرَاكِب [اسْمُ فَاعِل],"""وَلِلْمُتَرَاكِبِ أَرْبَعٌ، وَذَلِكَ كُلُّ قَافِيَةٍ تَوَالَتْ فِيهَا ثَلَاثَةُ أَحْرُفٍ مُتَحَرِّكَةٍ بَيْنَ سَاكِنَيْنِ، وَهِيَ: (مُفُاعَلَتُنْ، مُفْتَعِلُنْ، فَعِلُنْ)؛ لِأَنَّ فِي (فَعِلُنْ) نُونًا سَاكِنَةً، وَآخِرُ الجُزْءِ الَّذِي قَبْلَهُ نُونٌ سَاكِنَةٌ، وَ (فَعَلْ) إِذَا كَانَ يَعْتَمِدُ عَلَى حَرْفٍ مُتَحَرِّكٍ، نَحْوُ: (فَعُولُ فَعَلْ)، اللَّامُ الآخِرَةُ سَاكِنَةٌ، وَاللَّامُ فِي (فَعُولُ) مُتَحَرِّكَةٌ""",المُتَرَاكِبُ مِنَ القَوَافِي: مَا تَوَالَى فِيهِ ثَلَاثَةُ مُتَحَرِّكَاتٍ بَيْنَ سَاكِنَيْنِ.,المتراكب من القوافي,الأخفش (سعيد بن مَسْعَدة),كتاب القوافي: الأخفش (ت، 215هـ)، تحقيق: أحمد راتب النفاخ، دار الأمانة- مطابع دار القلم، بيروت، ط1، (1394هـ/ 1974م).,اسْمُ فَاعِل,215,830,قَالَ يَذْكَرُ أَرْبَعَ تَفْعِيلَاتٍ لِقَافِيَةِ المُتَرَاكِبِ:,,,,,11,,,المشهور في هذا المصطلح وروده بصيغة اسم الفاعل؛ ولذلك أبقيت التأشير على المصطلح، مع أنه ورد قليلا بالصيغة المصدرية.,,العَروض والقوافي,0,True,True,False,False,0,0,True,True,True,ن215هـ=830م,,2024-09-15T10:36:17.62+03:00,
420232,6,133116,ركب,مُتَرَاكِب,متراكب,مُتَرَاكِب [اسْمُ فَاعِل],"""وَاعْلَمْ أَنَّ الِاسْمَ إِذَا لَحِقَهُ التَّنْوِينُ فِي حَالِ نَصْبِهِ أَوْ خَفْضِهِ أَوْ رَفْعِهِ، وَأَتَى بَعْدَهُ حَرْفٌ مِنْ حُرُوفِ الحَلْقِ وَهِي سِتَّةٌ: الهَمْزَةُ وَالهَاءُ وَالحَاءُ وَالعَيْنُ وَالخَاءُ وَالغَيْنُ؛ فَإِنَّ النُّقْطَتَيْنِ مِنَ الحَرَكَةِ وَالتَّنْوِينِ تُجْعَلَانِ مَعَ ذَلِكَ مُتَرَاكِبَتَيْنِ وَاحِدَةً فَوْقَ أُخْرَى""",المُتَرَاكِبُ مِنَ التَّنْوِينِ: الَّذِي تُرْسَمُ فِيهِ نُقْطَتَانِ فِي المَصَاحِفِ، مُتُعَامِدَتَانِ فَوْقَ الحَرْفِ المُنَوَّنِ أَوْ تَحْتَهُ، إِذَا وَلِيَهُ حَرْفٌ مِنْ حُرُوفِ الحَلْقِ؛ لِلدَّلَالَةِ عَلَى إِظْهَارِ التَّنْوِينِ.,المتراكب من التنوين,أبو عمرو الدّانيّ الأندلسيّ (عثمان بن سعيد),المحكَم في نَقْط المصاحف: أبو عمرو الدّانيّ الأندلسيّ (ت، 444هـ)، عني بتحقيقه: عزة حسن، دار الفكر المعاصر، بيروت، دار الفكر، دمشق، ط2، (1418هـ/ 1997م).,اسْمُ فَاعِل,444,1052,,,,,,68,,,التعريف مفهومي اصطلاحي، ولكني لم أؤشر على المصطلح اكتفاء بوروده بالصيغة المصدرية.,,,0,True,False,False,False,0,0,True,True,True,ن444هـ=1052م,,2024-09-15T10:36:34.197+03:00,
